drug_name,cpic_drug_name,gene,gene_name,relationship_type,evidence_level,clinical_significance,cpic_level,guideline_id,guideline_url,source
FLUOXETINE DR,fluoxetine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUOXETINE DR,fluoxetine,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLURBIPROFEN,flurbiprofen,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
EQ NICOTINE,nicotine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
EQ NICOTINE,nicotine,CHRNA3,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
BAC,abacavir,HLA-B,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
AVITA,vitamin c,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATOMOXETINE HYDROCHLORIDE,atomoxetine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
BD SWABS SINGLE USE,hormonal contraceptives for systemic use,F5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATORVASTATIN CALCIUM,atorvastatin,SLCO1B1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATORVASTATIN CALCIUM,atorvastatin,CYP3A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATORVASTATIN CALCIUM,atorvastatin,CYP3A5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATORVASTATIN CALCIUM,atorvastatin,HMGCR,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATORVASTATIN CALCIUM,atorvastatin,APOE,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATORVASTATIN CALCIUM,atorvastatin,CETP,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATORVASTATIN CALCIUM,atorvastatin,COQ2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATORVASTATIN CALCIUM,atorvastatin,KIF6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATORVASTATIN CALCIUM,atorvastatin,LDLR,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATORVASTATIN CALCIUM,atorvastatin,LPA,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
BISOPROLOL FUMARATE/HYDRO,bisoprolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
BISOPROLOL FUMARATE/HYDRO,bisoprolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
BISOPROLOL FUMARATE/HYDRO,bisoprolol,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
BISOPROLOL FUMARATE/HYDRO,bisoprolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
BISOPROLOL FUMARATE/HYDRO,bisoprolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
BETAMETHASONE VALERATE,methadone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
BETAMETHASONE VALERATE,methadone,CYP2B6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
BETAMETHASONE VALERATE,methadone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
BETAMETHASONE VALERATE,methadone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
BUPROPION HCL XL,bupropion,CYP2B6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ALL DAY ALLERGY,allopurinol,HLA-B,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ALL DAY ALLERGY,allopurinol,HLA-A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ALL DAY ALLERGY,allopurinol,HLA-C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ALLOPURINOL,allopurinol,HLA-B,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ALLOPURINOL,allopurinol,HLA-A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ALLOPURINOL,allopurinol,HLA-C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ACETIC ACID,aminosalicylic acid,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ACETAZOLAMIDE ER,methazolamide,HLA-B,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ACETAZOLAMIDE ER,methazolamide,HLA-C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ACETAZOLAMIDE,methazolamide,HLA-B,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ACETAZOLAMIDE,methazolamide,HLA-C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ASPIRIN EC LOW DOSE,aspirin,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ASPIRIN EC LOW DOSE,aspirin,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ASPIRIN EC LOW DOSE,aspirin,HLA-DPB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ASPIRIN EC LOW DOSE,aspirin,GP1BA,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ASPIRIN EC LOW DOSE,aspirin,LTC4S,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ASPIRIN EC LOW DOSE,aspirin,PTGS1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ASPIRIN,aspirin,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ASPIRIN,aspirin,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ASPIRIN,aspirin,HLA-DPB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ASPIRIN,aspirin,GP1BA,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ASPIRIN,aspirin,LTC4S,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ASPIRIN,aspirin,PTGS1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
KETONE,nabumetone,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
KP TERBINAFINE HYDROCHLOR,terbinafine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LIDOCAINE HYDROCHLORIDE V,lidocaine,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LORAZEPAM INTENSOL,oxazepam,UGT2B15,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LATANOPROST,latanoprost,PTGFR,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LICE TREATMENT,oliceridine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LIDOCAINE HCL JELLY,lidocaine,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LIDOCAINE HCL,lidocaine,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN FE 1/20,warfarin,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN FE 1/20,warfarin,CYP4F2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN FE 1/20,warfarin,VKORC1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN FE 1/20,warfarin,CALU,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN FE 1/20,warfarin,GGCX,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN FE 1/20,warfarin,PROC,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN FE 1/20,warfarin,PROS1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1/20,warfarin,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1/20,warfarin,CYP4F2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1/20,warfarin,VKORC1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1/20,warfarin,CALU,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1/20,warfarin,GGCX,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1/20,warfarin,PROC,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1/20,warfarin,PROS1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1.5/30,warfarin,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1.5/30,warfarin,CYP4F2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1.5/30,warfarin,VKORC1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1.5/30,warfarin,CALU,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1.5/30,warfarin,GGCX,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1.5/30,warfarin,PROC,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LARIN 1.5/30,warfarin,PROS1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LOVASTATIN,lovastatin,SLCO1B1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LOVASTATIN,lovastatin,CYP3A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LOVASTATIN,lovastatin,CYP3A5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LOVASTATIN,lovastatin,HMGCR,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
GNP NICOTINE MINI LOZENGE,nicotine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
GNP NICOTINE MINI LOZENGE,nicotine,CHRNA3,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
GLIPIZIDE,glipizide,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
GNP TERBINAFINE HYDROCHLO,terbinafine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
GNP FLUTICASONE PROPIONAT,fluticasone propionate,CRHR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
GLIMEPIRIDE,glimepiride,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
GNP NICOTINE POLACRILEX,nicotine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
GNP NICOTINE POLACRILEX,nicotine,CHRNA3,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
GLYBURIDE,glyburide,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
GNP VITAMIN D,vitamin c,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ISONIAZID,isoniazid,NAT2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HM NICOTINE TRANSDERMAL,nicotine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HM NICOTINE TRANSDERMAL,nicotine,CHRNA3,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCORTISONE VALERATE,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCORTISONE VALERATE,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCORTISONE VALERATE,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCORTISONE BUTYRATE (,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCORTISONE BUTYRATE (,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCORTISONE BUTYRATE (,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HM LANSOPRAZOLE,lansoprazole,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCODONE BITARTRATE/HO,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCODONE BITARTRATE/HO,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCODONE BITARTRATE/HO,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDRALAZINE HYDROCHLORIDE,hydralazine,NAT2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDRALAZINE HCL,hydralazine,NAT2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
IMIPRAMINE PAMOATE,imipramine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
IMIPRAMINE PAMOATE,imipramine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
IMIPRAMINE HYDROCHLORIDE,imipramine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
IMIPRAMINE HYDROCHLORIDE,imipramine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCORTISONE BUTYRATE,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCORTISONE BUTYRATE,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCORTISONE BUTYRATE,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCODONE/IBUPROFEN,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCODONE/IBUPROFEN,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCODONE/IBUPROFEN,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCODONE/HOMATROPINE,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCODONE/HOMATROPINE,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCODONE/HOMATROPINE,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
PROMETHAZINE/CODEINE,codeine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
PROMETHAZINE/CODEINE,codeine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
PROMETHAZINE/CODEINE,codeine,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATENOLOL,atenolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATENOLOL,atenolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATENOLOL,atenolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ATENOLOL,atenolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUVOXAMINE MALEATE,fluvoxamine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUVOXAMINE MALEATE,fluvoxamine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUVOXAMINE MALEATE,fluvoxamine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUVOXAMINE MALEATE,fluvoxamine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
DULOXETINE HCL,duloxetine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
DULOXETINE HCL,duloxetine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
DULOXETINE HCL,duloxetine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
DULOXETINE HCL,duloxetine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ACETAMINOPHEN/CODEINE PHO,codeine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ACETAMINOPHEN/CODEINE PHO,codeine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ACETAMINOPHEN/CODEINE PHO,codeine,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
TAMSULOSIN HYDROCHLORIDE,tamsulosin,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
GENTAMICIN SULFATE,gentamicin,MT-RNR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LIDOCAINE,lidocaine,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCODONE/ACETAMINOPHEN,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCODONE/ACETAMINOPHEN,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
HYDROCODONE/ACETAMINOPHEN,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
DOXEPIN HCL,doxepin,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
DOXEPIN HCL,doxepin,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ACZONE,rosiglitazone,CYP2C8,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
NEOMYCIN/POLYMYXIN/HYDROC,neomycin,MT-RNR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
IBU,ibuprofen,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
IBU,ibuprofen,CYP2C8,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
DICLOFENAC SODIUM,diclofenac,CYP2C8,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
DICLOFENAC SODIUM,diclofenac,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ONDANSETRON HYDROCHLORIDE,ondansetron,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ONDANSETRON HYDROCHLORIDE,ondansetron,ABCB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
DIAZEPAM,diazepam,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
OXYCODONE/ACETAMINOPHEN,oxycodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
OXYCODONE/ACETAMINOPHEN,oxycodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
OXYCODONE/ACETAMINOPHEN,oxycodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
PROPRANOLOL HYDROCHLORIDE,propranolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
PROPRANOLOL HYDROCHLORIDE,propranolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
PROPRANOLOL HYDROCHLORIDE,propranolol,ADRB2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
PROPRANOLOL HYDROCHLORIDE,propranolol,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
PROPRANOLOL HYDROCHLORIDE,propranolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
PROPRANOLOL HYDROCHLORIDE,propranolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
DICLOFENAC POTASSIUM,diclofenac,CYP2C8,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
DICLOFENAC POTASSIUM,diclofenac,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
SODIUM SULFACETAMIDE/SULF,sulfacetamide,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUOXETINE HCL,fluoxetine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUOXETINE HCL,fluoxetine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUOXETINE HCL,fluoxetine,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUOXETINE HCL,fluoxetine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUOXETINE HCL,fluoxetine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUOXETINE HCL,fluoxetine,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ONDANSETRON ODT,ondansetron,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ONDANSETRON ODT,ondansetron,ABCB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
METOCLOPRAMIDE HYDROCHLOR,metoclopramide,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
METOCLOPRAMIDE HYDROCHLOR,metoclopramide,CYB5R1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
METOCLOPRAMIDE HYDROCHLOR,metoclopramide,CYB5R2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
METOCLOPRAMIDE HYDROCHLOR,metoclopramide,CYB5R3,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
METOCLOPRAMIDE HYDROCHLOR,metoclopramide,CYB5R4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LAMOTRIGINE,lamotrigine,UGT1A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LEVOFLOXACIN,ofloxacin,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUOXETINE HYDROCHLORIDE,fluoxetine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUOXETINE HYDROCHLORIDE,fluoxetine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUOXETINE HYDROCHLORIDE,fluoxetine,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUOXETINE HYDROCHLORIDE,fluoxetine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUOXETINE HYDROCHLORIDE,fluoxetine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
FLUOXETINE HYDROCHLORIDE,fluoxetine,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ARIPIPRAZOLE,aripiprazole,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
ARIPIPRAZOLE,aripiprazole,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
CITALOPRAM HYDROBROMIDE,citalopram,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
CITALOPRAM HYDROBROMIDE,citalopram,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
CITALOPRAM HYDROBROMIDE,citalopram,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
CITALOPRAM HYDROBROMIDE,citalopram,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
CITALOPRAM HYDROBROMIDE,citalopram,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
CITALOPRAM HYDROBROMIDE,citalopram,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
CITALOPRAM HYDROBROMIDE,citalopram,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
NEOMYCIN/POLYMYXIN/DEXAME,neomycin,MT-RNR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
DICLOFENAC SODIUM DR,diclofenac,CYP2C8,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
DICLOFENAC SODIUM DR,diclofenac,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
LORAZEPAM,oxazepam,UGT2B15,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
OLANZAPINE,olanzapine,HTR2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
OLANZAPINE,olanzapine,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
OLANZAPINE,olanzapine,ANKK1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
OXCARBAZEPINE,oxcarbazepine,HLA-B,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
OXCARBAZEPINE,oxcarbazepine,HLA-A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
NITROFURANTOIN MONOHYDRAT,nitrofurantoin,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
NAPROXEN,naproxen,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
OXYCODONE HYDROCHLORIDE,oxycodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
OXYCODONE HYDROCHLORIDE,oxycodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
OXYCODONE HYDROCHLORIDE,oxycodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED
