drug_name,cpic_drug_name,gene,gene_name,relationship_type,evidence_level,clinical_significance,cpic_level,guideline_id,guideline_url,source,variant_id,allele_name,allele_function,allele_frequency_global,allele_frequency_afr,allele_frequency_amr,allele_frequency_eas,allele_frequency_eur,allele_frequency_sas,allele_frequency_assigned,frequency_source,frequency_assignment_method
BUPRENORPHINE HCL/NALOXON,buprenorphine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
BUPRENORPHINE HCL/NALOXON,buprenorphine,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
QUETIAPINE FUMARATE,quetiapine,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NALTREXONE HCL,naltrexone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NALTREXONE HCL,naltrexone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
BUPRENORPHINE HCL,buprenorphine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
BUPRENORPHINE HCL,buprenorphine,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
TRIAMCINOLONE ACETONIDE,triamcinolone,CRHR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
BUPROPION HYDROCHLORIDE E,bupropion,CYP2B6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
MIRTAZAPINE,mirtazapine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
MIRTAZAPINE,mirtazapine,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METHYLPHENIDATE HYDROCHLO,methylphenidate,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SULFAMETHOXAZOLE/TRIMETHO,sulfamethoxazole / trimethoprim,NAT2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SULFAMETHOXAZOLE/TRIMETHO,sulfamethoxazole / trimethoprim,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
AMITRIPTYLINE HYDROCHLORI,amitriptyline,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
AMITRIPTYLINE HYDROCHLORI,amitriptyline,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NICOTINE TRANSDERMAL SYST,nicotine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NICOTINE TRANSDERMAL SYST,nicotine,CHRNA3,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
LIDOCAINE VISCOUS,lidocaine,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OMEPRAZOLE,omeprazole,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
TRAMADOL HCL,tramadol,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
TRAMADOL HCL,tramadol,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
TRAMADOL HCL,tramadol,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VENLAFAXINE HCL ER,venlafaxine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VENLAFAXINE HCL ER,venlafaxine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VENLAFAXINE HCL ER,venlafaxine,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VENLAFAXINE HCL ER,venlafaxine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VENLAFAXINE HCL ER,venlafaxine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VENLAFAXINE HCL ER,venlafaxine,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SERTRALINE HYDROCHLORIDE,sertraline,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SERTRALINE HYDROCHLORIDE,sertraline,CYP2B6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SERTRALINE HYDROCHLORIDE,sertraline,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SERTRALINE HYDROCHLORIDE,sertraline,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SERTRALINE HYDROCHLORIDE,sertraline,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SERTRALINE HYDROCHLORIDE,sertraline,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HYDROCHLORIDE,paroxetine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HYDROCHLORIDE,paroxetine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HYDROCHLORIDE,paroxetine,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HYDROCHLORIDE,paroxetine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HYDROCHLORIDE,paroxetine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HYDROCHLORIDE,paroxetine,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HYDROCHLORIDE,paroxetine,HTR1A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
AMPHETAMINE/DEXTROAMPHETA,amphetamine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FLUTICASONE PROPIONATE,fluticasone propionate,CRHR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VITAMIN D,vitamin c,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ATOMOXETINE,atomoxetine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
CIPROFLOXACIN HYDROCHLORI,ciprofloxacin,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
BUPROPION HCL,bupropion,CYP2B6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RISPERIDONE,risperidone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RISPERIDONE,risperidone,DRD2,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RISPERIDONE,risperidone,HTR2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RISPERIDONE,risperidone,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
RISPERIDONE,risperidone,ANKK1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
MELOXICAM,meloxicam,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
LO LOESTRIN FE,acebutolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
LO LOESTRIN FE,acebutolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
LO LOESTRIN FE,acebutolol,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
LO LOESTRIN FE,acebutolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
LO LOESTRIN FE,acebutolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DESVENLAFAXINE ER,desvenlafaxine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DESVENLAFAXINE ER,desvenlafaxine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL,paroxetine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL,paroxetine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL,paroxetine,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL,paroxetine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL,paroxetine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL,paroxetine,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL,paroxetine,HTR1A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SPIRONOLACTONE,spironolactone,ADD1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NYSTATIN/TRIAMCINOLONE,triamcinolone,CRHR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DIVALPROEX SODIUM ER,divalproex sodium,POLG,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
QUETIAPINE FUMARATE ER,quetiapine,MC4R,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
IBUPROFEN,ibuprofen,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
IBUPROFEN,ibuprofen,CYP2C8,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCORTISONE,hydrocodone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCORTISONE,hydrocodone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
HYDROCORTISONE,hydrocodone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VITAMIN B-6,vitamin c,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VENLAFAXINE HYDROCHLORIDE,venlafaxine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VENLAFAXINE HYDROCHLORIDE,venlafaxine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VENLAFAXINE HYDROCHLORIDE,venlafaxine,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VENLAFAXINE HYDROCHLORIDE,venlafaxine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VENLAFAXINE HYDROCHLORIDE,venlafaxine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VENLAFAXINE HYDROCHLORIDE,venlafaxine,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DIVALPROEX SODIUM DR,divalproex sodium,POLG,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PHENAZOPYRIDINE HYDROCHLO,phenazopyridine,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
OFLOXACIN,ofloxacin,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
AUGMENTED BETAMETHASONE D,methadone,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
AUGMENTED BETAMETHASONE D,methadone,CYP2B6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
AUGMENTED BETAMETHASONE D,methadone,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
AUGMENTED BETAMETHASONE D,methadone,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NEOMYCIN/POLYMYXIN/HC,neomycin,MT-RNR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
VITAMIN D3,vitamin c,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
SODIUM SULFACETAMIDE,sulfacetamide,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
CARBAMAZEPINE,carbamazepine,HLA-A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
CARBAMAZEPINE,carbamazepine,HLA-B,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
CARBAMAZEPINE,carbamazepine,SCN1A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
CARBAMAZEPINE,carbamazepine,EPHX1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
FUROSEMIDE,furosemide,ADD1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ACETAMINOPHEN/CODEINE,codeine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ACETAMINOPHEN/CODEINE,codeine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
ACETAMINOPHEN/CODEINE,codeine,OPRM1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METOPROLOL SUCCINATE ER,metoprolol,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METOPROLOL SUCCINATE ER,metoprolol,ADRA2C,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METOPROLOL SUCCINATE ER,metoprolol,ADRB1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METOPROLOL SUCCINATE ER,metoprolol,GRK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
METOPROLOL SUCCINATE ER,metoprolol,GRK5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NITROFURANTOIN MACROCRYST,nitrofurantoin,G6PD,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DEXMETHYLPHENIDATE HCL ER,methylphenidate,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NABUMETONE,nabumetone,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
CELECOXIB,celecoxib,CYP2C9,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
BUDESONIDE NASAL SPRAY,budesonide,CRHR1,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NICOTINE POLACRILEX,nicotine,COMT,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
NICOTINE POLACRILEX,nicotine,CHRNA3,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL ER,paroxetine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL ER,paroxetine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL ER,paroxetine,GRIK4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL ER,paroxetine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL ER,paroxetine,SLC6A4,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL ER,paroxetine,FKBP5,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
PAROXETINE HCL ER,paroxetine,HTR1A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DULOXETINE HYDROCHLORIDE,duloxetine,CYP2C19,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DULOXETINE HYDROCHLORIDE,duloxetine,CYP2D6,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
DULOXETINE HYDROCHLORIDE,duloxetine,HTR2A,,metabolism,CPIC,,,,,CPIC_PAIRS_FUZZY_MATCHED,,,,,,,,,,,CPIC_API_error,api_error
